domain,k,panel_system_ids,panel,base_models,teachers,n_common,oracle,best_single_common,headroom,headroom_ci_low,headroom_ci_high,pairwise_phi,phi_floors,lineage_veto_pairs,tier
repo_bugfix_system_verified,3,20250629_deepswerl_r2eagent_tts | 20250901_entroPO_R2E_QwenCoder30BA3B | 20250616_Skywork-SWE-32B+TTS_Bo8,DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] | EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B] | Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8],unknown | Qwen3-Coder | Qwen2.5-Coder,none | none | none,500,0.694,0.588,0.106,0.071429,0.127964,DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] / EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B]: 0.566; DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.544; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.580,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,3,20250901_entroPO_R2E_QwenCoder30BA3B_tts | 20250804_codesweep_sweagent_kimi_k2_instruct | 20250520_openhands_devstral_small,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] | CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct] | OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small],Qwen3-Coder | Kimi K2 | Devstral/Mistral,none | none | none,500,0.702,0.604,0.098,0.054878,0.120076,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct]: 0.580; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.530; CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.547,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,2,20250804_codesweep_sweagent_kimi_k2_instruct | 20250901_entroPO_R2E_QwenCoder30BA3B,CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct] | EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B],Kimi K2 | Qwen3-Coder,none | none,500,0.632,0.534,0.098,0.063023,0.108548,CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct] / EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B]: 0.583,yes,,A- system-level
repo_bugfix_system_verified,3,20250901_entroPO_R2E_QwenCoder30BA3B_tts | 20250629_deepswerl_r2eagent_tts | 20250616_Skywork-SWE-32B+TTS_Bo8,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] | DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] | Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8],Qwen3-Coder | unknown | Qwen2.5-Coder,none | none | none,500,0.7,0.604,0.096,0.058057,0.118399,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts]: 0.677; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.566; DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.544,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,2,20250616_Skywork-SWE-32B+TTS_Bo8 | 20250520_openhands_devstral_small,Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8] | OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small],Qwen2.5-Coder | Devstral/Mistral,none | none,500,0.566,0.47,0.096,0.062494,0.115003,Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.611,yes,,A- system-level
repo_bugfix_system_verified,3,20250716_openhands_kimi_k2 | 20250901_entroPO_R2E_QwenCoder30BA3B_tts | 20250629_deepswerl_r2eagent_tts,OpenHands + Kimi K2 [20250716_openhands_kimi_k2] | EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] | DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts],Kimi K2 | Qwen3-Coder | unknown,none | none | none,500,0.748,0.654,0.094,0.069444,0.12318,OpenHands + Kimi K2 [20250716_openhands_kimi_k2] / EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts]: 0.572; OpenHands + Kimi K2 [20250716_openhands_kimi_k2] / DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts]: 0.621; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts]: 0.677,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,3,20250629_deepswerl_r2eagent_tts | 20250616_Skywork-SWE-32B+TTS_Bo8 | 20250520_openhands_devstral_small,DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] | Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8] | OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small],unknown | Qwen2.5-Coder | Devstral/Mistral,none | none | none,500,0.678,0.588,0.09,0.053291,0.108634,DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.544; DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.533; Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.611,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,3,20250716_openhands_kimi_k2 | 20250901_entroPO_R2E_QwenCoder30BA3B_tts | 20250520_openhands_devstral_small,OpenHands + Kimi K2 [20250716_openhands_kimi_k2] | EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] | OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small],Kimi K2 | Qwen3-Coder | Devstral/Mistral,none | none | none,500,0.744,0.654,0.09,0.063336,0.111595,OpenHands + Kimi K2 [20250716_openhands_kimi_k2] / EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts]: 0.572; OpenHands + Kimi K2 [20250716_openhands_kimi_k2] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.573; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small]: 0.530,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,3,20250901_entroPO_R2E_QwenCoder30BA3B_tts | 20250804_codesweep_sweagent_kimi_k2_instruct | 20250616_Skywork-SWE-32B+TTS_Bo8,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] | CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct] | Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8],Qwen3-Coder | Kimi K2 | Qwen2.5-Coder,none | none | none,500,0.694,0.604,0.09,0.05,0.110694,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct]: 0.580; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.566; CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.607,yes; yes; yes,,A- system-level
repo_bugfix_system_verified,3,20250716_openhands_kimi_k2 | 20250901_entroPO_R2E_QwenCoder30BA3B_tts | 20250616_Skywork-SWE-32B+TTS_Bo8,OpenHands + Kimi K2 [20250716_openhands_kimi_k2] | EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] | Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8],Kimi K2 | Qwen3-Coder | Qwen2.5-Coder,none | none | none,500,0.742,0.654,0.088,0.067199,0.115257,OpenHands + Kimi K2 [20250716_openhands_kimi_k2] / EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts]: 0.572; OpenHands + Kimi K2 [20250716_openhands_kimi_k2] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.516; EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts] / Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8]: 0.566,yes; yes; yes,,A- system-level
